campaign_id,model,seed,universe,total_steps,cumulative_return,sharpe_ratio,max_drawdown,mean_reward,asset_coverage,topm_hit_rate,candidate_hit_rate,time_to_first_promising,mean_latency_ms,episodes_to_convergence,train_reward_last,train_reward_mean,n_train_steps,timestamp_utc,duration_seconds,tag
v8_review3_C_cost10bp,C,42,nivel2,50000,0.1909565178932433,0.011444241611973735,0.2317191683816766,0.03819130357864858,0.8666666666666667,0.18492063492063493,0.41984126984126985,8.0,1.0136844438781578,-1.0,0.11244809219498508,0.07226742622388745,50000,2026-08-04T02:14:52Z,78.57561440003337,C_cost10bp
v8_review3_C_cost10bp,C,123,nivel2,50000,0.036569709525462735,0.00212577666978073,0.354222121611131,0.007313941905092563,0.9,0.18968253968253967,0.43333333333333335,1.0,0.8879381755370617,11.0,0.2042494935489023,0.1528486921851553,50000,2026-08-04T02:16:13Z,81.07053440000163,C_cost10bp
v8_review3_C_cost10bp,C,456,nivel2,50000,0.6524556772819438,0.03483554849156959,0.25152668641828885,0.13049113545638874,0.9,0.18968253968253967,0.4365079365079365,8.0,1.1268751588576134,15.0,0.19838358706585926,0.12788411235668132,50000,2026-08-04T02:17:36Z,81.79298359999666,C_cost10bp
v8_review3_C_cost10bp,C,789,nivel2,50000,-0.4960956982975574,-0.02902068736295061,0.7348020485922757,-0.09921913965951154,0.9,0.17222222222222222,0.4365079365079365,14.0,0.8999888104708156,-1.0,0.357068739292977,0.08040573354083644,50000,2026-08-04T02:18:47Z,71.43870250001783,C_cost10bp
v8_review3_C_cost10bp,C,1024,nivel2,50000,-0.2247387057319807,-0.011984393170250187,0.4420040410336712,-0.04494774114639618,0.9,0.17857142857142858,0.43333333333333335,18.0,0.987328492966111,16.0,0.24822065223402703,0.08611259676912342,50000,2026-08-04T02:20:03Z,75.16293719998794,C_cost10bp
v8_review3_C_cost10bp,C,7,nivel2,50000,-0.6500986170295067,-0.038197321399613154,0.6895355830666093,-0.13001972340590134,0.9,0.17777777777777778,0.42142857142857143,4.0,0.998513968910889,-1.0,0.37660848935686747,0.12913275884355158,50000,2026-08-04T02:21:19Z,75.49518870003521,C_cost10bp
v8_review3_C_cost10bp,C,99,nivel2,50000,0.22029889784069798,0.013161405709178769,0.27118088632258375,0.04405977956813961,0.9,0.19444444444444445,0.43412698412698414,6.0,0.9890946826624077,-1.0,0.25656134440517947,0.09978795391402223,50000,2026-08-04T02:22:34Z,74.93927390000317,C_cost10bp
v8_review3_C_cost10bp,C,314,nivel2,50000,-0.15974885396753918,-0.00836739095420435,0.5288543891373163,-0.03194977079350785,0.9,0.16904761904761906,0.43253968253968256,1.0,0.9476656357051864,18.0,0.22433550646469466,0.09855825246828222,50000,2026-08-04T02:23:45Z,70.98938750004163,C_cost10bp
v8_review3_C_cost10bp,C,1729,nivel2,50000,-0.4561927428909807,-0.023987832488626664,0.5428999593936863,-0.09123854857819622,0.9,0.16666666666666666,0.4166666666666667,1.0,0.970921032213872,-1.0,0.3062052522490285,0.11450445655334811,50000,2026-08-04T02:24:57Z,71.04043059999822,C_cost10bp
v8_review3_C_cost10bp,C,65535,nivel2,50000,0.31238630800787015,0.018316347879364803,0.3517633476596146,0.062477261601574054,0.9,0.17777777777777778,0.42936507936507934,4.0,0.9543412698558458,17.0,0.38664190139765,0.1455688027323781,50000,2026-08-04T02:26:07Z,70.0354649000219,C_cost10bp
