campaign_id,model,seed,universe,total_steps,cumulative_return,sharpe_ratio,max_drawdown,mean_reward,asset_coverage,topm_hit_rate,candidate_hit_rate,time_to_first_promising,mean_latency_ms,episodes_to_convergence,train_reward_last,train_reward_mean,n_train_steps,timestamp_utc,duration_seconds
campaign_1_v3_extra,A,7,nivel2,50000,0.867462095481164,0.04037942469536107,0.43850620151531816,0.17349241909623286,1.0,0.2007936507936508,1.0,6.0,0.33650515866207165,10.0,0.08739433706415009,0.16378076010205478,50000,2026-05-12T22:30:58Z,34.008920899999794
campaign_1_v3_extra,A,99,nivel2,50000,0.41609045787078613,0.01785374640904221,0.6392921057117312,0.08321809157415731,1.0,0.19523809523809524,1.0,5.0,0.45662063521809787,2.0,0.06044645181620241,0.13268277228783346,50000,2026-05-12T22:31:33Z,34.62408629999845
campaign_1_v3_extra,A,314,nivel2,50000,0.7407039120114169,0.030298940229793403,0.7685039375206434,0.1481407824022835,1.0,0.2,0.9984126984126984,3.0,0.4794402378066147,9.0,0.15621691648493735,0.1368344815111118,50000,2026-05-12T22:32:14Z,40.344563499995274
campaign_1_v3_extra,A,1729,nivel2,50000,0.29975562093535113,0.014234245109903973,0.5754763401917036,0.05995112418707026,1.0,0.17777777777777778,1.0,8.0,0.4885727782883415,11.0,0.17832812075052443,0.17772969549093823,50000,2026-05-12T22:32:54Z,40.30523319999338
campaign_1_v3_extra,A,65535,nivel2,50000,1.6857517756866378,0.07255148662496315,0.313350218787553,0.3371503551373275,1.0,0.2,1.0,20.0,0.45629127005610376,7.0,0.20566627524940012,0.14537596397121658,50000,2026-05-12T22:33:35Z,40.891109200019855
campaign_1_v3_extra,B,7,nivel2,50000,-0.0004406666640707768,-1.9129508102753447e-05,0.5475604287463521,-8.813333281419977e-05,1.0,0.18015873015873016,1.0,1.0,0.45407928592462593,21.0,0.3949271962067956,0.16512251913060966,50000,2026-05-12T22:34:53Z,78.04124479999882
campaign_1_v3_extra,B,99,nivel2,50000,0.8063069369875052,0.03238593808662809,0.4446019266668485,0.16126138739750107,1.0,0.2111111111111111,1.0,1.0,0.45818206332143513,2.0,0.03794578642255299,0.15333041231757197,50000,2026-05-12T22:36:11Z,76.97309959999984
campaign_1_v3_extra,B,314,nivel2,50000,1.120324064260174,0.04569513886833979,0.6590911629699084,0.22406481285203478,1.0,0.19444444444444445,0.9984126984126984,3.0,0.47288936507862267,2.0,0.20989382631570888,0.16286014695544102,50000,2026-05-12T22:42:12Z,361.28248989998247
campaign_1_v3_extra,B,1729,nivel2,50000,0.2878232459858615,0.013814682280962694,0.3057934335336657,0.0575646491971723,1.0,0.20952380952380953,1.0,5.0,0.535636507727701,7.0,0.24135702848592216,0.1784295913206308,50000,2026-05-12T22:43:32Z,79.47868550001294
campaign_1_v3_extra,B,65535,nivel2,50000,2.1026842203091833,0.08925087562137621,0.29567254593344494,0.4205368440618368,1.0,0.2150793650793651,1.0,1.0,0.4770367457586828,6.0,0.17153168199290753,0.14217147442529365,50000,2026-05-12T22:44:49Z,77.21652810001979
