rotation_p,n_seeds,candidate_hit_rate_mean,topm_hit_rate_mean,sharpe_ratio_mean,asset_coverage_mean,episodes_to_convergence_mean,candidate_hit_rate_sd,topm_hit_rate_sd,sharpe_ratio_sd,asset_coverage_sd,episodes_to_convergence_sd,realized_turnover
0.0,10,0.41865079365079366,0.15873015873015872,0.02632385290110319,0.9766666666666668,8.666666666666666,0.019300387795736534,0.015677812052940793,0.026919354537780365,0.02744242007828548,5.431390245600108,0.0
0.1,10,0.4383333333333333,0.1676190476190476,0.0317432131980249,0.99,12.142857142857142,0.02004324011937186,0.018258951854017033,0.013160531603844361,0.022498285257018424,6.03955217513604,0.1254254254254254
0.25,10,0.4451587301587302,0.17619047619047618,0.035822713385924125,0.99,9.0,0.014395278457887723,0.01264317793158574,0.03710858113962385,0.016101529717988262,6.301927142889365,0.28668668668668706
0.5,10,0.4521428571428571,0.18095238095238098,0.03254813199745723,0.9933333333333334,14.0,0.011634498357394643,0.015384911479945727,0.03219039744147908,0.014054567378526128,8.48528137423857,0.4848848848848869
0.75,10,0.4560317460317461,0.17571428571428568,0.03487324503836288,0.99,12.833333333333334,0.007090736748254374,0.01637307550251127,0.035904771928719485,0.016101529717988262,6.5243135015621885,0.6340340340340332
1.0,10,0.4553174603174604,0.17626984126984127,0.03317543015027368,0.9966666666666667,9.444444444444445,0.010959216229684068,0.016297026369958452,0.035008099948363625,0.010540925533894595,6.146362971528592,0.7297297297297257
