model,metric,mean,std,ci_lo,ci_hi,n
A,cumulative_return,1.1919608470252738,0.7286569575985629,0.7819618431391253,1.6323462308072771,10
A,sharpe_ratio,0.04963656027796082,0.02847506704758599,0.0336274758092574,0.06671032873049262,10
A,max_drawdown,0.5209389133752569,0.13521289039762924,0.44233590876314055,0.604563081128093,10
A,mean_reward,0.23839216940505487,0.14573139151971257,0.1549172192857294,0.32508287212347514,10
A,episodes_to_convergence,9.0,5.385164807134504,5.714285714285714,13.0,7
A,train_reward_last,0.15688684625155985,0.07861708544914431,0.10824096562876129,0.20091226767065354,10
A,topm_hit_rate,0.19880952380952382,0.00991446015949392,0.19261904761904763,0.2049206349206349,10
A,candidate_hit_rate,0.9998412698412699,0.0005019488349473601,0.9995238095238095,1.0,10
A,asset_coverage,1.0,0.0,1.0,1.0,10
A,mean_latency_ms,0.3963454682329145,0.06670381612315285,0.35686041475122376,0.43713678689984214,10
A,duration_seconds,34.100946659999316,4.8433019308482095,31.583057685996174,36.93154211474953,10
B,cumulative_return,1.043567975224575,0.6967775903229315,0.6478239177510278,1.4527474370568592,10
B,sharpe_ratio,0.04513613490206566,0.03144212374133648,0.027655860570548533,0.06425464929117375,10
B,max_drawdown,0.49820383578190874,0.22940576322162795,0.3694549710986923,0.6420333848413001,10
B,mean_reward,0.208713595044915,0.13935551806458635,0.13154695531705296,0.2899372457787274,10
B,episodes_to_convergence,8.285714285714286,6.600865744084527,4.285714285714286,13.0,7
B,train_reward_last,0.21178307593057358,0.11228053726787246,0.14780021060545906,0.27720590138201606,10
B,topm_hit_rate,0.20087301587301587,0.010961770379046878,0.19428373015873018,0.20667261904761902,10
B,candidate_hit_rate,0.9998412698412699,0.0005019488349473601,0.9995238095238095,1.0,10
B,asset_coverage,1.0,0.0,1.0,1.0,10
B,mean_latency_ms,0.480886952406893,0.03763948721964025,0.4592073103810276,0.5016355515392552,10
B,duration_seconds,239.77374186000088,421.2123780859307,77.02766751250107,506.64630273925104,10
C,cumulative_return,0.7493140256753797,0.601188531265745,0.38119659010455,1.0908162426391268,10
C,sharpe_ratio,0.0413005003638825,0.032893792203210946,0.021646853515029606,0.059682371368906036,10
C,max_drawdown,0.2954949220268498,0.13109699201694214,0.2227763715713406,0.3749785407182735,10
C,mean_reward,0.14986280513507594,0.120237706253149,0.07685220332221296,0.21719140343420423,10
C,episodes_to_convergence,18.5,1.7728105208558367,17.5,19.75,8
C,train_reward_last,0.43249044952602256,0.08822395423414615,0.38504857276595317,0.4881671635725663,10
C,topm_hit_rate,0.1779365079365079,0.01515944576646396,0.16904166666666667,0.18674603174603174,10
C,candidate_hit_rate,0.42936507936507934,0.007312314794225001,0.42492063492063503,0.4334960317460318,10
C,asset_coverage,0.89,0.022498285257018424,0.8733333333333334,0.9,10
C,mean_latency_ms,0.750530539600212,0.03011795020284499,0.7347209654253675,0.7707910052877052,10
C,duration_seconds,53.74495965000242,2.9372842688642047,52.174398399008204,55.704358980998144,10
D,cumulative_return,0.872588283159249,0.41474924181224004,0.611797830013474,1.1150669637332566,10
D,sharpe_ratio,0.04469977498281595,0.02164726471666281,0.031101669317515082,0.05708736704312435,10
D,max_drawdown,0.3316674028342831,0.06659977248051935,0.29400473682201284,0.3734830735798903,10
D,mean_reward,0.1745176566318498,0.08294984836244802,0.13038935802373205,0.22333919393500803,10
D,episodes_to_convergence,16.571428571428573,4.577377082170635,13.428571428571429,19.571428571428573,7
D,train_reward_last,0.4436449125001027,0.05904017931930312,0.4088566651329366,0.47524368127157524,10
D,topm_hit_rate,0.18293650793650795,0.008760169677142033,0.17809126984126983,0.18841269841269842,10
D,candidate_hit_rate,0.4484920634920635,0.009067940296575075,0.443093253968254,0.4534146825396825,10
D,asset_coverage,0.8533333333333333,0.03583225665910466,0.8300000000000001,0.8733333333333334,10
D,mean_latency_ms,1.2917735715653555,0.2180942088555448,1.1569186370562377,1.4174590670034894,10
D,duration_seconds,81.10916046999918,11.939092536716126,74.06010754200804,87.79522355900218,10
