campaign_id,model,seed,universe,total_steps,cumulative_return,sharpe_ratio,max_drawdown,mean_reward,asset_coverage,topm_hit_rate,candidate_hit_rate,time_to_first_promising,mean_latency_ms,episodes_to_convergence,train_reward_last,train_reward_mean,n_train_steps,timestamp_utc,duration_seconds
sweet_spot_tuning_v2,C,42,nivel2,50000,-0.2379876943156028,-0.039422344495563984,0.3637387573197964,-0.047597538863120556,0.8,0.216,0.56,5.0,0.9672163998475298,22.0,0.10560919686814979,0.056760254560578656,50000,2026-05-12T21:33:20Z,62.726476700016065
sweet_spot_tuning_v2,C,123,nivel2,50000,0.14886011020180356,0.029185618125673902,0.15451536139780847,0.029772022040360707,0.9333333333333333,0.192,0.54,12.0,0.8800735988188535,22.0,0.15190268407679774,0.06427058210560385,50000,2026-05-12T21:34:24Z,63.40637109999079
sweet_spot_tuning_v2,C,456,nivel2,50000,-0.2872611097261529,-0.06342851359553331,0.44465198038610204,-0.05745222194523061,0.7,0.184,0.512,5.0,0.8926243993919343,15.0,0.09170438167839598,0.055509171994053245,50000,2026-05-12T21:35:24Z,60.36638049999601
sweet_spot_tuning_v2,C,789,nivel2,50000,0.31589535921838885,0.05827856316980443,0.21787376082586069,0.0631790718436778,0.8,0.176,0.488,16.0,1.0611303987680003,22.0,0.13892693144295673,0.05118217896958341,50000,2026-05-12T21:36:32Z,68.1053724999947
sweet_spot_tuning_v2,C,1024,nivel2,50000,-0.141372742466741,-0.02359802000976636,0.45140626789298666,-0.0282745484933482,0.9,0.224,0.524,20.0,1.1506076006917283,-1.0,0.07890670393738186,0.05422616754226728,50000,2026-05-12T21:37:45Z,72.15500260001863
sweet_spot_tuning_v2,D,42,nivel2,50000,-0.6241243583953802,-0.08888420208695212,0.7114541179179951,-0.12482487167907604,0.5,0.156,0.564,13.0,2.14041320013348,17.0,0.11890577668187148,0.07486852898271516,50000,2026-05-12T21:40:03Z,137.79653510000207
sweet_spot_tuning_v2,D,123,nivel2,50000,-0.09812517735528445,-0.01727279450133245,0.4106709093112155,-0.019625035471056877,0.4666666666666667,0.172,0.564,1.0,2.3242095998721197,-1.0,0.11626031714988526,0.06284465215143885,50000,2026-05-12T21:42:31Z,148.01299359998666
sweet_spot_tuning_v2,D,456,nivel2,50000,-1.0453185314607598,-0.11694547278871056,1.1625862055061407,-0.209063706292152,0.5,0.096,0.58,5.0,3.5451264017028734,16.0,0.08385941180131234,0.0653539716453918,50000,2026-05-12T21:44:57Z,145.86326169999666
sweet_spot_tuning_v2,D,789,nivel2,50000,0.596571033127301,0.09674345504926686,0.2652424432537295,0.11931420662546018,0.43333333333333335,0.148,0.484,8.0,2.468257599277422,22.0,0.11324112633767504,0.05938712787240687,50000,2026-05-12T21:47:33Z,155.92840970001998
sweet_spot_tuning_v2,D,1024,nivel2,50000,-0.42882867096108046,-0.06822098332810728,0.4529259871855461,-0.08576573419221607,0.4666666666666667,0.124,0.48,11.0,2.438171600573696,22.0,0.10330069704479485,0.0656255956816552,50000,2026-05-12T21:50:08Z,154.10791479999898
