campaign_id,model,seed,universe,total_steps,cumulative_return,sharpe_ratio,max_drawdown,mean_reward,asset_coverage,topm_hit_rate,candidate_hit_rate,time_to_first_promising,mean_latency_ms,episodes_to_convergence,train_reward_last,train_reward_mean,n_train_steps,timestamp_utc,duration_seconds
v8_exp3,R,11,nivel2,50000,-0.11189648030947245,-0.005744969251472204,0.45272804941789013,-0.0223792960618945,0.9666666666666667,0.18412698412698414,0.46190476190476193,8.0,0.8759242056551139,12.0,0.17464982101337073,0.07271500158172456,50000,2026-07-20T19:14:25Z,57.27813409999362
v8_exp3,D,11,nivel2,50000,0.7667385801012495,0.034732548623397544,0.3080712191088706,0.15334771602024982,0.8666666666666667,0.18888888888888888,0.44761904761904764,8.0,1.2400465078249072,-1.0,0.5451727869127487,0.2776575267349405,50000,2026-07-20T19:15:50Z,84.78123349999078
v8_exp3,R,13,nivel2,50000,0.1509692856758336,0.007491530777365411,0.5812973170077262,0.030193857135166702,0.9666666666666667,0.1880952380952381,0.4642857142857143,16.0,0.8910515875276548,3.0,0.1660256384823972,0.13684963822531504,50000,2026-07-20T19:16:54Z,63.7893722000008
v8_exp3,D,13,nivel2,50000,0.8620491239815757,0.041545198771431896,0.27995064728761154,0.17240982479631514,0.8666666666666667,0.17936507936507937,0.4595238095238095,16.0,1.2109699994667493,15.0,0.33250828941247434,0.2799374109079199,50000,2026-07-20T19:18:22Z,87.20040599998902
v8_exp3,R,17,nivel2,50000,0.8002022854406838,0.04426602218806122,0.2729747156027439,0.1600404570881368,0.9666666666666667,0.18888888888888888,0.46825396825396826,13.0,0.7821720637453143,-1.0,0.3099971388413781,0.14159782289895023,50000,2026-07-20T19:19:32Z,69.66832959998283
v8_exp3,D,17,nivel2,50000,1.0276737539211387,0.04952031841844263,0.27502195314425587,0.2055347507842277,0.9,0.18095238095238095,0.4380952380952381,30.0,1.016628729721849,16.0,0.4654543389765088,0.30561969183778687,50000,2026-07-20T19:20:45Z,73.09132419998059
v8_exp3,R,19,nivel2,50000,0.8267037111990021,0.045209632110688285,0.3867454086095474,0.16534074223980036,1.0,0.1880952380952381,0.4857142857142857,4.0,0.7480679368618728,2.0,0.17693989147586991,0.13412109433593333,50000,2026-07-20T19:21:50Z,64.47404830000596
v8_exp3,D,19,nivel2,50000,0.9782591684993037,0.04786455136654443,0.24280493148115212,0.19565183369986067,0.8333333333333334,0.18174603174603174,0.46111111111111114,4.0,0.8181515075164729,-1.0,0.34745960798810377,0.2596820826283594,50000,2026-07-20T19:23:05Z,75.6010285000084
v8_exp3,R,23,nivel2,50000,1.021177536350534,0.05298423458461456,0.4456759517482466,0.2042355072701068,1.0,0.1976190476190476,0.4650793650793651,2.0,0.6050249205722976,21.0,0.09106680380530863,0.08943542910250189,50000,2026-07-20T19:23:51Z,45.82690049998928
v8_exp3,D,23,nivel2,50000,0.38229525055078484,0.019292128205144223,0.3971669009054479,0.07645905011015695,0.9,0.17857142857142858,0.4373015873015873,19.0,1.2675484128218766,17.0,0.4397050772907352,0.29140625331485254,50000,2026-07-20T19:25:00Z,68.77141349998419
v8_exp3,R,29,nivel2,50000,0.8160026335042829,0.043909790797225845,0.3381873314500581,0.16320052670085658,1.0,0.16904761904761906,0.4642857142857143,6.0,0.9225759521498167,8.0,0.10453885919785733,0.09491627231922888,50000,2026-07-20T19:26:12Z,71.17893029999686
v8_exp3,D,29,nivel2,50000,1.0363641658756475,0.056291175307742886,0.25971914215900443,0.20727283317512954,0.9,0.18174603174603174,0.45476190476190476,5.0,1.097296190721589,22.0,0.4169557863733524,0.2710649000765968,50000,2026-07-20T19:27:35Z,82.72926999998163
v8_exp3,R,31,nivel2,50000,0.9778348152222007,0.04986191204776106,0.23487169688665355,0.19556696304444018,0.9666666666666667,0.18174603174603174,0.46746031746031746,1.0,0.7229674602664696,4.0,0.0644535054759496,0.10924855337826234,50000,2026-07-20T19:28:36Z,60.50996609998401
v8_exp3,D,31,nivel2,50000,0.8079308043913921,0.04355425656060588,0.2574332495675422,0.16158616087827843,0.9,0.18412698412698414,0.4444444444444444,1.0,1.0296398406295801,22.0,0.34028430972281865,0.2851530517095487,50000,2026-07-20T19:29:47Z,70.87009439998656
