campaign_id,model,seed,universe,total_steps,cumulative_return,sharpe_ratio,max_drawdown,mean_reward,asset_coverage,topm_hit_rate,candidate_hit_rate,time_to_first_promising,mean_latency_ms,episodes_to_convergence,train_reward_last,train_reward_mean,n_train_steps,timestamp_utc,duration_seconds,fold_id,train_end_year,test_year,filter_start,filter_end,train_frac
walk_fwd_fold1,C,789,nivel2,50000,0.28924642050336835,0.06626217990478929,0.18148252222964045,0.05784928410067367,0.8666666666666667,0.208,0.712,10.0,0.9451692004222423,22.0,0.15269881474691738,0.05702099610713839,50000,2026-05-13T01:19:53Z,66.40037340001436,1,2020,2021,2018-01-02,2021-12-31,0.75
walk_fwd_fold1,C,1024,nivel2,50000,0.4762627457740238,0.1403840198783551,0.10625418130433467,0.09525254915480476,0.9,0.268,0.744,6.0,0.9463276008609682,-1.0,0.105630214206854,0.06037317347109099,50000,2026-05-13T01:20:59Z,66.04676300002029,1,2020,2021,2018-01-02,2021-12-31,0.75
walk_fwd_fold1,C,7,nivel2,50000,0.32164179197123655,0.07506797443278972,0.15148976214709023,0.06432835839424732,0.8333333333333334,0.232,0.716,17.0,0.9420227996306494,19.0,0.10992282275634757,0.05347511105958001,50000,2026-05-13T01:22:06Z,66.15710929999477,1,2020,2021,2018-01-02,2021-12-31,0.75
walk_fwd_fold1,D,789,nivel2,50000,-0.06090371156464901,-0.013579308879029701,0.23819912462410703,-0.012180742312929788,0.5333333333333333,0.14,0.576,18.0,2.3602816000347957,17.0,0.07585717861810276,0.05213348556524413,50000,2026-05-13T01:24:28Z,141.92105360000278,1,2020,2021,2018-01-02,2021-12-31,0.75
walk_fwd_fold1,D,1024,nivel2,50000,0.16617710086750787,0.05186370775749459,0.25399596209870334,0.033235420173501576,0.5333333333333333,0.176,0.56,6.0,2.367263599531725,-1.0,0.0859102795465741,0.06340548862284004,50000,2026-05-13T01:26:40Z,132.31222599998,1,2020,2021,2018-01-02,2021-12-31,0.75
walk_fwd_fold1,D,7,nivel2,50000,0.218068980813649,0.06145576448143273,0.13306302430586758,0.0436137961627298,0.5,0.164,0.572,15.0,2.2462975991657004,19.0,0.08641396995233588,0.06465328306648414,50000,2026-05-13T01:29:04Z,143.0737970000191,1,2020,2021,2018-01-02,2021-12-31,0.75
walk_fwd_fold2,C,789,nivel2,50000,0.11572049101785768,0.023245033781107146,0.1567856922405122,0.02314409820357154,0.8333333333333334,0.228,0.624,13.0,0.882329999585636,22.0,0.11137181025432813,0.055565734180995995,50000,2026-05-13T01:30:09Z,64.84976870001992,2,2021,2022,2018-01-02,2022-12-31,0.8
walk_fwd_fold2,C,1024,nivel2,50000,-0.46998038341149984,-0.08349422214272453,0.6484589901108623,-0.09399607668229999,0.8666666666666667,0.136,0.488,22.0,0.8758899990934879,17.0,0.048536531253602445,0.0592283368168626,50000,2026-05-13T01:31:13Z,64.0468736999901,2,2021,2022,2018-01-02,2022-12-31,0.8
walk_fwd_fold2,C,7,nivel2,50000,-0.568338204658621,-0.08724523171218451,0.63471585346054,-0.11366764093172418,0.8,0.16,0.596,28.0,1.0991775998845696,12.0,0.151823777317459,0.06459031328465556,50000,2026-05-13T01:32:19Z,65.985417399992,2,2021,2022,2018-01-02,2022-12-31,0.8
walk_fwd_fold2,D,789,nivel2,50000,0.10832404929615752,0.018020384070596786,0.354624741809614,0.021664809859231488,0.5,0.108,0.484,16.0,1.8838003991404548,-1.0,0.11482522796066269,0.05742409839375484,50000,2026-05-13T01:34:28Z,128.4175213999988,2,2021,2022,2018-01-02,2022-12-31,0.8
